1	87637330000 
2	51592350000
3	70710450000
4	90337190000
5	59876860000
6	40409400000
7	27422300000
8	45635030000
9	38154530000
10	23910350000
11	36457930000
12	27384000000
13	27385000000
14	28537960000
15	37820520000
16	84600000000
17	38400000000
18	160000000000
19	240000000000
20	92300000000
21	281000000000
22	116000000000
23	96900000000
24	168000000000
25	127000000000
26	104000000000
27	57400000000
28	197000000000
29	96406120000


